# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct  6 00:07:21 2021
#
# User ID:         roan.gijsen
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,sy_snum,sy_pnum,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-805 b,Kepler-805,1,1,1.65,0.06,-0.05,0,1.19,0.07,-0.04,0
Kepler-806 b,Kepler-806,1,1,1.92,0.58,-0.43,0,0.99,0.20,-0.12,0
Kepler-806 b,Kepler-806,1,1,1.66,0.09,-0.11,0,1.01,0.15,-0.11,0
Kepler-806 b,Kepler-806,1,1,1.57,0.07,-0.06,0,,,,
Kepler-806 b,Kepler-806,1,1,1.92,0.58,-0.43,0,0.99,0.20,-0.12,0
Kepler-806 b,Kepler-806,1,1,1.66,0.09,-0.11,0,1.01,0.15,-0.11,0
Kepler-806 b,Kepler-806,1,1,1.65,0.18,-0.18,0,0.95,0.05,-0.05,0
Kepler-806 b,Kepler-806,1,1,1.40,0.22,-0.33,0,0.91,0.08,-0.06,0
Kepler-806 b,Kepler-806,1,1,1.16,0.34,-0.18,0,0.99,0.07,-0.06,0
Kepler-806 b,Kepler-806,1,1,1.92,0.58,-0.43,0,0.99,0.20,-0.12,0
Kepler-807 b,Kepler-807,1,1,1.11,0.58,-0.12,0,1.06,0.25,-0.10,0
Kepler-807 b,Kepler-807,1,1,1.11,0.58,-0.12,0,1.06,0.25,-0.10,0
Kepler-807 b,Kepler-807,1,1,1.17,,,0,1.14,,,0
Kepler-807 b,Kepler-807,1,1,1.17,,,0,1.14,,,0
Kepler-807 b,Kepler-807,1,1,1.17,,,0,1.14,,,0
Kepler-807 b,Kepler-807,1,1,1.07,0.36,-0.12,0,1.12,0.15,-0.15,0
Kepler-807 b,Kepler-807,1,1,1.11,0.58,-0.12,0,1.06,0.25,-0.10,0
Kepler-807 b,Kepler-807,1,1,1.06,0.20,-0.11,0,1.04,0.07,-0.07,0
Kepler-807 b,Kepler-807,1,1,1.23,0.07,-0.07,0,,,,
Kepler-807 b,Kepler-807,1,1,1.13,0.08,-0.08,0,1.16,0.02,-0.02,0
Kepler-808 b,Kepler-808,1,1,,,,,,,,
Kepler-808 b,Kepler-808,1,1,,,,,,,,
Kepler-808 b,Kepler-808,1,1,,,,,,,,
Kepler-808 b,Kepler-808,1,1,0.62,0.02,-0.02,0,0.65,0.02,-0.02,0
Kepler-808 b,Kepler-808,1,1,0.53,0.04,-0.04,0,0.53,0.04,-0.03,0
Kepler-808 b,Kepler-808,1,1,0.53,0.04,-0.04,0,0.53,0.04,-0.03,0
Kepler-808 b,Kepler-808,1,1,0.53,0.04,-0.05,0,0.53,0.04,-0.03,0
Kepler-808 b,Kepler-808,1,1,0.53,0.04,-0.04,0,0.53,0.04,-0.03,0
Kepler-808 b,Kepler-808,1,1,0.71,0.02,-0.04,0,0.76,0.03,-0.05,0
Kepler-809 b,Kepler-809,1,1,1.03,,,0,1.01,,,0
Kepler-809 b,Kepler-809,1,1,0.99,0.08,-0.07,0,,,,
Kepler-809 b,Kepler-809,1,1,0.96,0.30,-0.10,0,1.05,0.12,-0.14,0
Kepler-809 b,Kepler-809,1,1,0.96,0.38,-0.09,0,1.05,0.16,-0.13,0
Kepler-809 b,Kepler-809,1,1,0.96,0.38,-0.09,0,1.05,0.16,-0.13,0
Kepler-809 b,Kepler-809,1,1,0.90,0.52,-0.52,0,1.01,0.13,-0.13,0
Kepler-809 b,Kepler-809,1,1,0.96,0.38,-0.09,0,1.05,0.16,-0.13,0
Kepler-809 b,Kepler-809,1,1,0.98,0.18,-0.08,0,0.99,0.04,-0.05,0
Kepler-809 b,Kepler-809,1,1,1.03,,,0,1.01,,,0
Kepler-81 b,Kepler-81,1,3,0.58,,,0,0.71,,,0
Kepler-81 b,Kepler-81,1,3,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0
Kepler-81 b,Kepler-81,1,3,0.59,0.03,-0.03,0,0.65,0.03,-0.03,0
Kepler-81 b,Kepler-81,1,3,0.59,0.03,-0.03,0,0.64,0.38,-0.23,0
Kepler-81 b,Kepler-81,1,3,0.65,,,0,0.68,,,0
Kepler-81 b,Kepler-81,1,3,0.58,,,0,0.71,,,0
Kepler-81 b,Kepler-81,1,3,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0
Kepler-81 b,Kepler-81,1,3,0.58,,,0,0.71,,,0
Kepler-81 b,Kepler-81,1,3,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0
Kepler-81 b,Kepler-81,1,3,0.65,0.02,-0.02,0,0.69,0.03,-0.03,0
Kepler-81 b,Kepler-81,1,3,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0
Kepler-81 b,Kepler-81,1,3,0.64,0.03,-0.03,0,,,,
Kepler-81 b,Kepler-81,1,3,0.65,0.04,-0.04,0,0.68,0.07,-0.07,0
Kepler-81 b,Kepler-81,1,3,0.63,0.03,-0.03,0,0.64,0.04,-0.03,0
Kepler-81 b,Kepler-81,1,3,0.58,,,0,0.71,,,0
Kepler-81 c,Kepler-81,1,3,0.58,,,0,0.71,,,0
Kepler-81 c,Kepler-81,1,3,0.58,,,0,0.71,,,0
Kepler-81 c,Kepler-81,1,3,0.58,,,0,0.71,,,0
Kepler-81 c,Kepler-81,1,3,0.59,0.03,-0.03,0,0.65,0.03,-0.03,0
Kepler-81 c,Kepler-81,1,3,0.65,,,0,0.68,,,0
Kepler-81 c,Kepler-81,1,3,0.59,0.03,-0.03,0,0.64,0.38,-0.23,0
Kepler-81 c,Kepler-81,1,3,0.65,0.02,-0.02,0,0.69,0.03,-0.03,0
Kepler-81 c,Kepler-81,1,3,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0
Kepler-81 c,Kepler-81,1,3,0.65,0.04,-0.04,0,0.68,0.07,-0.07,0
Kepler-81 c,Kepler-81,1,3,0.64,0.03,-0.03,0,,,,
Kepler-81 c,Kepler-81,1,3,0.58,,,0,0.71,,,0
Kepler-81 c,Kepler-81,1,3,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0
Kepler-81 c,Kepler-81,1,3,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0
Kepler-81 c,Kepler-81,1,3,0.63,0.03,-0.03,0,0.64,0.04,-0.03,0
Kepler-81 c,Kepler-81,1,3,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0
Kepler-81 d,Kepler-81,1,3,0.64,0.03,-0.03,0,,,,
Kepler-81 d,Kepler-81,1,3,0.58,,,0,0.71,,,0
Kepler-81 d,Kepler-81,1,3,0.58,,,0,0.71,,,0
Kepler-81 d,Kepler-81,1,3,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0
Kepler-81 d,Kepler-81,1,3,0.58,,,0,0.71,,,0
Kepler-81 d,Kepler-81,1,3,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0
Kepler-81 d,Kepler-81,1,3,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0
Kepler-81 d,Kepler-81,1,3,0.58,,,0,0.71,,,0
Kepler-81 d,Kepler-81,1,3,0.65,0.04,-0.04,0,0.68,0.07,-0.07,0
Kepler-81 d,Kepler-81,1,3,0.59,0.03,-0.03,0,,,,
Kepler-81 d,Kepler-81,1,3,0.59,0.03,-0.03,0,0.65,0.03,-0.03,0
Kepler-81 d,Kepler-81,1,3,0.65,0.02,-0.02,0,0.69,0.03,-0.03,0
Kepler-81 d,Kepler-81,1,3,0.63,0.03,-0.03,0,0.64,0.04,-0.03,0
Kepler-810 b,Kepler-810,1,1,0.96,0.30,-0.10,0,1.04,0.13,-0.14,0
Kepler-810 b,Kepler-810,1,1,0.96,0.36,-0.09,0,1.04,0.15,-0.13,0
Kepler-810 b,Kepler-810,1,1,0.95,0.10,-0.09,0,,,,
Kepler-810 b,Kepler-810,1,1,1.03,,,0,0.99,,,0
Kepler-810 b,Kepler-810,1,1,0.96,0.36,-0.09,0,1.04,0.15,-0.13,0
Kepler-810 b,Kepler-810,1,1,1.04,0.21,-0.09,0,1.03,0.06,-0.06,0
Kepler-810 b,Kepler-810,1,1,0.96,0.36,-0.09,0,1.04,0.15,-0.13,0
Kepler-810 b,Kepler-810,1,1,1.03,,,0,0.99,,,0
Kepler-810 b,Kepler-810,1,1,0.93,0.33,-0.33,0,1.03,0.08,-0.08,0
Kepler-811 b,Kepler-811,1,1,1.53,,,0,0.99,,,0
Kepler-811 b,Kepler-811,1,1,1.53,,,0,0.99,,,0
Kepler-811 b,Kepler-811,1,1,1.24,0.26,-0.21,0,1.01,0.05,-0.04,0
Kepler-811 b,Kepler-811,1,1,1.47,0.07,-0.07,0,,,,
Kepler-811 b,Kepler-811,1,1,0.94,0.38,-0.09,0,1.00,0.13,-0.12,0
Kepler-811 b,Kepler-811,1,1,0.94,0.38,-0.09,0,1.00,0.13,-0.12,0
Kepler-811 b,Kepler-811,1,1,0.93,0.32,-0.32,0,1.02,0.06,-0.06,0
Kepler-811 b,Kepler-811,1,1,0.94,0.38,-0.09,0,1.00,0.13,-0.12,0
Kepler-811 b,Kepler-811,1,1,1.53,,,0,0.99,,,0
Kepler-811 b,Kepler-811,1,1,1.35,0.21,-0.32,0,0.95,0.08,-0.06,0
Kepler-812 b,Kepler-812,1,1,1.79,0.32,-0.39,0,1.40,0.11,-0.13,0
Kepler-812 b,Kepler-812,1,1,1.71,0.64,-0.26,0,1.45,0.21,-0.14,0
Kepler-812 b,Kepler-812,1,1,1.75,,,0,1.43,,,0
Kepler-812 b,Kepler-812,1,1,1.75,,,0,1.43,,,0
Kepler-812 b,Kepler-812,1,1,1.55,0.94,-0.30,0,1.39,0.29,-0.28,0
Kepler-812 b,Kepler-812,1,1,1.55,0.94,-0.30,0,1.39,0.29,-0.28,0
Kepler-812 b,Kepler-812,1,1,1.55,0.94,-0.30,0,1.39,0.29,-0.28,0
Kepler-812 b,Kepler-812,1,1,1.76,0.09,-0.08,0,,,,
Kepler-812 b,Kepler-812,1,1,1.42,0.66,-0.66,0,1.40,0.16,-0.16,0
Kepler-812 b,Kepler-812,1,1,1.75,,,0,1.43,,,0
Kepler-813 b,Kepler-813,1,1,0.97,0.41,-0.09,0,1.05,0.18,-0.13,0
Kepler-813 b,Kepler-813,1,1,1.71,0.25,-0.43,0,1.08,0.10,-0.12,0
Kepler-813 b,Kepler-813,1,1,0.97,0.41,-0.09,0,1.05,0.18,-0.13,0
Kepler-813 b,Kepler-813,1,1,0.97,0.41,-0.09,0,1.05,0.18,-0.13,0
Kepler-813 b,Kepler-813,1,1,0.96,0.51,-0.51,0,1.05,0.12,-0.12,0
Kepler-813 b,Kepler-813,1,1,,,,,,,,
Kepler-813 b,Kepler-813,1,1,,,,,,,,
Kepler-813 b,Kepler-813,1,1,,,,,,,,
Kepler-813 b,Kepler-813,1,1,0.93,0.12,-0.08,0,0.95,0.05,-0.07,0
Kepler-814 b,Kepler-814,1,1,1.22,0.36,-0.14,0,1.15,0.12,-0.07,0
Kepler-814 b,Kepler-814,1,1,1.03,0.48,-0.09,0,1.08,0.22,-0.11,0
Kepler-814 b,Kepler-814,1,1,1.30,0.21,-0.18,0,1.19,0.07,-0.10,0
Kepler-814 b,Kepler-814,1,1,1.09,0.32,-0.32,0,1.16,0.08,-0.08,0
Kepler-814 b,Kepler-814,1,1,1.90,0.14,-0.13,0,,,,
Kepler-814 b,Kepler-814,1,1,1.03,0.48,-0.09,0,1.08,0.22,-0.11,0
Kepler-814 b,Kepler-814,1,1,1.93,,,0,1.15,,,0
Kepler-814 b,Kepler-814,1,1,1.93,,,0,1.15,,,0
Kepler-814 b,Kepler-814,1,1,1.03,0.48,-0.09,0,1.08,0.22,-0.11,0
Kepler-815 b,Kepler-815,1,1,2.67,0.26,-0.26,0,1.32,0.08,-0.08,0
Kepler-815 b,Kepler-815,1,1,3.69,,,0,,,,
Kepler-815 b,Kepler-815,1,1,3.55,0.10,-0.10,0,1.34,0.10,-0.10,0
Kepler-815 b,Kepler-815,1,1,3.69,,,0,,,,
Kepler-815 b,Kepler-815,1,1,3.42,0.09,-0.26,0,1.25,0.05,-0.19,0
Kepler-815 b,Kepler-815,1,1,3.60,0.17,-0.16,0,,,,
Kepler-815 b,Kepler-815,1,1,3.46,0.20,-0.34,0,1.27,0.13,-0.22,0
Kepler-815 b,Kepler-815,1,1,3.55,0.10,-0.10,0,1.34,0.10,-0.10,0
Kepler-815 b,Kepler-815,1,1,3.69,,,0,,,,
Kepler-815 b,Kepler-815,1,1,3.55,0.10,-0.10,0,1.34,0.10,-0.10,0
Kepler-816 b,Kepler-816,1,1,0.94,,,0,0.78,,,0
Kepler-816 b,Kepler-816,1,1,0.94,,,0,0.78,,,0
Kepler-816 b,Kepler-816,1,1,0.94,,,0,0.78,,,0
Kepler-816 b,Kepler-816,1,1,0.78,0.16,-0.05,0,0.86,0.07,-0.08,0
Kepler-816 b,Kepler-816,1,1,0.78,0.16,-0.05,0,0.86,0.07,-0.08,0
Kepler-816 b,Kepler-816,1,1,0.85,0.06,-0.04,0,0.90,0.04,-0.04,0
Kepler-816 b,Kepler-816,1,1,0.75,0.30,-0.30,0,0.87,0.30,-0.30,0
Kepler-816 b,Kepler-816,1,1,0.78,0.16,-0.05,0,0.86,0.07,-0.08,0
Kepler-816 b,Kepler-816,1,1,0.78,0.10,-0.06,0,0.87,0.06,-0.09,0
Kepler-816 b,Kepler-816,1,1,0.81,0.07,-0.06,0,,,,
Kepler-817 b,Kepler-817,1,1,0.91,0.27,-0.09,0,1.00,0.12,-0.14,0
Kepler-817 b,Kepler-817,1,1,0.91,0.34,-0.08,0,1.00,0.11,-0.13,0
Kepler-817 b,Kepler-817,1,1,0.91,0.34,-0.08,0,1.00,0.11,-0.13,0
Kepler-817 b,Kepler-817,1,1,1.18,,,0,0.99,,,0
Kepler-817 b,Kepler-817,1,1,1.03,0.23,-0.12,0,1.03,0.12,-0.08,0
Kepler-817 b,Kepler-817,1,1,1.18,,,0,0.99,,,0
Kepler-817 b,Kepler-817,1,1,0.91,0.34,-0.08,0,1.00,0.11,-0.13,0
Kepler-817 b,Kepler-817,1,1,1.18,,,0,0.99,,,0
Kepler-817 b,Kepler-817,1,1,0.75,0.30,-0.30,0,1.02,0.30,-0.30,0
Kepler-817 b,Kepler-817,1,1,1.10,0.10,-0.09,0,,,,
Kepler-818 b,Kepler-818,1,1,0.83,0.21,-0.07,0,0.93,0.10,-0.11,0
Kepler-818 b,Kepler-818,1,1,0.92,0.14,-0.08,0,0.94,0.07,-0.06,0
Kepler-818 b,Kepler-818,1,1,0.85,0.31,-0.07,0,0.94,0.09,-0.11,0
Kepler-818 b,Kepler-818,1,1,0.87,0.07,-0.07,0,,,,
Kepler-818 b,Kepler-818,1,1,0.91,,,0,1.00,,,0
Kepler-818 b,Kepler-818,1,1,0.88,0.28,-0.28,0,0.99,0.05,-0.05,0
Kepler-818 b,Kepler-818,1,1,0.91,,,0,1.00,,,0
Kepler-818 b,Kepler-818,1,1,0.85,0.31,-0.07,0,0.94,0.09,-0.11,0
Kepler-818 b,Kepler-818,1,1,0.91,,,0,1.00,,,0
Kepler-818 b,Kepler-818,1,1,0.85,0.31,-0.07,0,0.94,0.09,-0.11,0
Kepler-819 b,Kepler-819,1,1,0.76,0.21,-0.06,0,0.83,0.10,-0.09,0
Kepler-819 b,Kepler-819,1,1,0.81,0.06,-0.05,0,0.86,0.05,-0.05,0
Kepler-819 b,Kepler-819,1,1,0.79,,,0,0.87,,,0
Kepler-819 b,Kepler-819,1,1,0.75,0.50,-0.50,0,0.84,0.09,-0.09,0
Kepler-819 b,Kepler-819,1,1,0.79,,,0,0.87,,,0
Kepler-819 b,Kepler-819,1,1,0.77,0.04,-0.03,0,,,,
Kepler-819 b,Kepler-819,1,1,0.76,0.21,-0.06,0,0.83,0.10,-0.09,0
Kepler-819 b,Kepler-819,1,1,0.79,,,0,0.87,,,0
Kepler-819 b,Kepler-819,1,1,0.76,0.21,-0.06,0,0.83,0.10,-0.09,0
Kepler-819 b,Kepler-819,1,1,0.88,0.05,-0.08,0,0.82,0.05,-0.03,0
Kepler-82 b,Kepler-82,1,5,0.93,0.06,-0.04,0,0.96,0.04,-0.04,0
Kepler-82 b,Kepler-82,1,5,0.85,0.05,-0.04,0,,,,
Kepler-82 b,Kepler-82,1,5,0.93,0.38,-0.08,0,0.97,0.12,-0.10,0
Kepler-82 b,Kepler-82,1,5,0.93,0.38,-0.08,0,0.97,0.12,-0.10,0
Kepler-82 b,Kepler-82,1,5,0.90,0.04,-0.02,0,0.91,0.03,-0.03,0
Kepler-82 b,Kepler-82,1,5,0.93,0.38,-0.08,0,0.97,0.12,-0.10,0
Kepler-82 b,Kepler-82,1,5,0.90,0.41,-0.41,0,0.92,0.08,-0.08,0
Kepler-82 b,Kepler-82,1,5,0.93,,,0,0.97,,,0
Kepler-82 b,Kepler-82,1,5,0.93,0.10,-0.07,0,0.92,0.05,-0.05,0
Kepler-82 b,Kepler-82,1,5,0.96,,,0,0.91,,,0
Kepler-82 b,Kepler-82,1,5,0.96,,,0,0.91,,,0
Kepler-82 b,Kepler-82,1,5,0.90,0.41,-0.41,0,0.85,1.66,-0.63,0
Kepler-82 c,Kepler-82,1,5,0.90,0.04,-0.02,0,0.91,0.03,-0.03,0
Kepler-82 c,Kepler-82,1,5,0.90,0.41,-0.41,0,0.92,0.08,-0.08,0
Kepler-82 c,Kepler-82,1,5,0.85,0.05,-0.04,0,,,,
Kepler-82 c,Kepler-82,1,5,0.93,0.38,-0.08,0,0.97,0.12,-0.10,0
Kepler-82 c,Kepler-82,1,5,0.93,0.38,-0.08,0,0.97,0.12,-0.10,0
Kepler-82 c,Kepler-82,1,5,0.93,0.38,-0.08,0,0.97,0.12,-0.10,0
Kepler-82 c,Kepler-82,1,5,0.90,0.41,-0.41,0,0.85,1.66,-0.63,0
Kepler-82 c,Kepler-82,1,5,0.93,0.06,-0.04,0,0.96,0.04,-0.04,0
Kepler-82 c,Kepler-82,1,5,0.93,,,0,0.97,,,0
Kepler-82 c,Kepler-82,1,5,0.96,,,0,0.91,,,0
Kepler-82 c,Kepler-82,1,5,0.93,0.10,-0.07,0,0.92,0.05,-0.05,0
Kepler-82 c,Kepler-82,1,5,0.96,,,0,0.91,,,0
Kepler-82 d,Kepler-82,1,5,0.94,0.14,-0.14,0,,,,
Kepler-82 d,Kepler-82,1,5,0.93,0.38,-0.08,0,0.97,0.12,-0.10,0
Kepler-82 d,Kepler-82,1,5,0.96,,,0,0.91,,,0
Kepler-82 d,Kepler-82,1,5,0.93,0.10,-0.07,0,0.92,0.05,-0.05,0
Kepler-82 d,Kepler-82,1,5,0.93,0.06,-0.04,0,0.96,0.04,-0.04,0
Kepler-82 d,Kepler-82,1,5,0.93,0.38,-0.08,0,0.97,0.12,-0.10,0
Kepler-82 d,Kepler-82,1,5,0.90,0.41,-0.41,0,0.92,0.08,-0.08,0
Kepler-82 d,Kepler-82,1,5,0.96,,,0,0.91,,,0
Kepler-82 d,Kepler-82,1,5,0.93,0.38,-0.08,0,0.97,0.12,-0.10,0
Kepler-82 d,Kepler-82,1,5,0.85,0.05,-0.04,0,,,,
Kepler-82 e,Kepler-82,1,5,0.93,0.38,-0.08,0,0.97,0.12,-0.10,0
Kepler-82 e,Kepler-82,1,5,0.93,0.38,-0.08,0,0.97,0.12,-0.10,0
Kepler-82 e,Kepler-82,1,5,0.96,,,0,0.91,,,0
Kepler-82 e,Kepler-82,1,5,0.94,0.14,-0.14,0,,,,
Kepler-82 e,Kepler-82,1,5,0.85,0.05,-0.04,0,,,,
Kepler-82 e,Kepler-82,1,5,0.93,0.06,-0.04,0,0.96,0.04,-0.04,0
Kepler-82 e,Kepler-82,1,5,0.96,,,0,0.91,,,0
Kepler-82 e,Kepler-82,1,5,0.93,0.38,-0.08,0,0.97,0.12,-0.10,0
Kepler-82 e,Kepler-82,1,5,0.96,,,0,0.91,,,0
Kepler-82 e,Kepler-82,1,5,0.93,0.10,-0.07,0,0.92,0.05,-0.05,0
Kepler-82 e,Kepler-82,1,5,0.90,0.41,-0.41,0,0.92,0.08,-0.08,0
Kepler-82 f,Kepler-82,1,5,0.90,0.04,-0.02,0,0.91,0.03,-0.03,0
Kepler-820 b,Kepler-820,1,1,1.69,0.74,-0.58,0,1.08,0.29,-0.17,0
Kepler-820 b,Kepler-820,1,1,2.04,,,0,1.11,,,0
Kepler-820 b,Kepler-820,1,1,2.04,,,0,1.11,,,0
Kepler-820 b,Kepler-820,1,1,1.89,0.10,-0.09,0,,,,
Kepler-820 b,Kepler-820,1,1,1.36,0.59,-0.20,0,1.23,0.19,-0.10,0
Kepler-820 b,Kepler-820,1,1,2.17,0.36,-0.49,0,1.61,0.12,-0.18,0
Kepler-820 b,Kepler-820,1,1,1.69,0.74,-0.58,0,1.08,0.29,-0.17,0
Kepler-820 b,Kepler-820,1,1,1.72,0.54,-0.54,0,1.18,0.14,-0.14,0
Kepler-820 b,Kepler-820,1,1,1.69,0.74,-0.58,0,1.08,0.29,-0.17,0
Kepler-820 b,Kepler-820,1,1,2.04,,,0,1.11,,,0
Kepler-821 b,Kepler-821,1,1,0.80,0.05,-0.04,0,0.84,0.04,-0.05,0
Kepler-821 b,Kepler-821,1,1,0.80,0.04,-0.03,0,,,,
Kepler-821 b,Kepler-821,1,1,0.78,0.15,-0.06,0,0.81,0.10,-0.07,0
Kepler-821 b,Kepler-821,1,1,0.85,,,0,0.85,,,0
Kepler-821 b,Kepler-821,1,1,0.78,0.15,-0.06,0,0.81,0.10,-0.07,0
Kepler-821 b,Kepler-821,1,1,0.81,0.07,-0.03,0,0.88,0.04,-0.05,0
Kepler-821 b,Kepler-821,1,1,0.85,,,0,0.85,,,0
Kepler-821 b,Kepler-821,1,1,0.75,0.04,-0.04,0,0.76,0.03,-0.03,0
Kepler-821 b,Kepler-821,1,1,0.78,0.15,-0.06,0,0.81,0.10,-0.07,0
Kepler-822 b,Kepler-822,1,1,0.96,0.26,-0.14,0,0.90,0.12,-0.09,0
Kepler-822 b,Kepler-822,1,1,1.08,0.25,-0.13,0,1.06,0.09,-0.08,0
Kepler-822 b,Kepler-822,1,1,0.96,0.36,-0.12,0,0.90,0.12,-0.08,0
Kepler-822 b,Kepler-822,1,1,1.03,,,0,1.01,,,0
Kepler-822 b,Kepler-822,1,1,0.98,0.36,-0.36,0,0.95,0.07,-0.07,0
Kepler-822 b,Kepler-822,1,1,0.99,0.05,-0.04,0,,,,
Kepler-822 b,Kepler-822,1,1,0.96,0.36,-0.12,0,0.90,0.12,-0.08,0
Kepler-822 b,Kepler-822,1,1,1.03,,,0,1.01,,,0
Kepler-822 b,Kepler-822,1,1,0.96,0.36,-0.12,0,0.90,0.12,-0.08,0
Kepler-823 b,Kepler-823,1,1,1.18,0.58,-0.19,0,1.10,0.23,-0.14,0
Kepler-823 b,Kepler-823,1,1,1.18,0.58,-0.19,0,1.10,0.23,-0.14,0
Kepler-823 b,Kepler-823,1,1,1.58,,,0,0.98,,,0
Kepler-823 b,Kepler-823,1,1,1.18,0.58,-0.19,0,1.10,0.23,-0.14,0
Kepler-823 b,Kepler-823,1,1,1.58,,,0,0.98,,,0
Kepler-823 b,Kepler-823,1,1,1.48,0.08,-0.07,0,,,,
Kepler-823 b,Kepler-823,1,1,1.01,0.58,-0.58,0,0.85,0.16,-0.16,0
Kepler-823 b,Kepler-823,1,1,1.31,0.20,-0.25,0,1.00,0.08,-0.06,0
Kepler-823 b,Kepler-823,1,1,0.96,0.18,-0.08,0,0.98,0.05,-0.05,0
Kepler-824 b,Kepler-824,1,1,1.07,0.48,-0.48,0,1.07,0.13,-0.13,0
Kepler-824 b,Kepler-824,1,1,1.22,0.21,-0.15,0,1.09,0.07,-0.08,0
Kepler-824 b,Kepler-824,1,1,1.20,0.79,-0.17,0,1.20,0.27,-0.19,0
Kepler-824 b,Kepler-824,1,1,1.22,0.46,-0.15,0,1.15,0.14,-0.08,0
Kepler-824 b,Kepler-824,1,1,1.20,0.79,-0.17,0,1.20,0.27,-0.19,0
Kepler-824 b,Kepler-824,1,1,1.07,,,0,1.10,,,0
Kepler-824 b,Kepler-824,1,1,1.20,0.79,-0.17,0,1.20,0.27,-0.19,0
Kepler-824 b,Kepler-824,1,1,1.11,0.06,-0.06,0,,,,
Kepler-824 b,Kepler-824,1,1,1.07,,,0,1.10,,,0
Kepler-825 b,Kepler-825,1,2,0.97,0.35,-0.13,0,0.87,0.12,-0.07,0
Kepler-825 b,Kepler-825,1,2,0.97,0.35,-0.13,0,0.87,0.12,-0.07,0
Kepler-825 b,Kepler-825,1,2,0.97,0.24,-0.14,0,0.87,0.10,-0.08,0
Kepler-825 b,Kepler-825,1,2,1.00,,,0,1.19,,,0
Kepler-825 b,Kepler-825,1,2,1.00,,,0,1.19,,,0
Kepler-825 b,Kepler-825,1,2,1.09,0.40,-0.40,0,1.12,0.11,-0.11,0
Kepler-825 b,Kepler-825,1,2,0.97,0.35,-0.13,0,0.87,0.12,-0.07,0
Kepler-825 b,Kepler-825,1,2,1.08,0.28,-0.15,0,1.03,0.12,-0.08,0
Kepler-825 b,Kepler-825,1,2,1.06,0.08,-0.07,0,,,,
Kepler-825 c,Kepler-825,1,2,1.06,0.08,-0.07,0,,,,
Kepler-825 c,Kepler-825,1,2,1.00,,,0,1.19,,,0
Kepler-825 c,Kepler-825,1,2,1.00,,,0,1.19,,,0
Kepler-825 c,Kepler-825,1,2,1.09,0.40,-0.40,0,1.12,0.11,-0.11,0
Kepler-825 c,Kepler-825,1,2,0.97,0.24,-0.14,0,0.87,0.10,-0.08,0
Kepler-825 c,Kepler-825,1,2,1.00,,,0,1.19,,,0
Kepler-825 c,Kepler-825,1,2,0.97,0.35,-0.13,0,0.87,0.12,-0.07,0
Kepler-825 c,Kepler-825,1,2,0.97,0.35,-0.13,0,0.87,0.12,-0.07,0
Kepler-825 c,Kepler-825,1,2,1.08,0.28,-0.15,0,1.03,0.12,-0.08,0
Kepler-825 c,Kepler-825,1,2,0.97,0.35,-0.13,0,0.87,0.12,-0.07,0
Kepler-826 b,Kepler-826,1,1,0.80,0.37,-0.06,0,0.89,0.10,-0.09,0
Kepler-826 b,Kepler-826,1,1,1.31,0.07,-0.08,0,1.17,0.21,-0.13,0
Kepler-826 b,Kepler-826,1,1,0.80,0.37,-0.06,0,0.89,0.10,-0.09,0
Kepler-826 b,Kepler-826,1,1,0.95,0.48,-0.48,0,1.05,0.10,-0.10,0
Kepler-826 b,Kepler-826,1,1,1.15,0.18,-0.13,0,1.05,0.07,-0.06,0
Kepler-826 b,Kepler-826,1,1,1.26,0.20,-0.24,0,0.97,0.08,-0.07,0
Kepler-826 b,Kepler-826,1,1,1.40,0.06,-0.06,0,,,,
Kepler-826 b,Kepler-826,1,1,1.31,0.07,-0.08,0,1.17,0.21,-0.13,0
Kepler-826 b,Kepler-826,1,1,0.80,0.37,-0.06,0,0.89,0.10,-0.09,0
Kepler-827 b,Kepler-827,1,1,1.40,,,0,0.98,,,0
Kepler-827 b,Kepler-827,1,1,1.40,,,0,0.98,,,0
