# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 25 00:15:47 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
Kepler-573 b,Kepler-573,1,5746.00,59.48,-51.43,0,1.02,0.13,-0.08,0,0.99,0.03,-0.04,0,771.4710000,10.1285000,-10.1285000
Kepler-574 b,Kepler-574,1,5612.00,116.01,-108.40,0,0.91,0.12,-0.06,0,0.95,0.05,-0.05,0,682.8960000,8.1815000,-8.1815000
Kepler-575 b,Kepler-575,1,5710.00,114.70,-145.72,0,0.95,0.12,-0.08,0,0.97,0.06,-0.06,0,853.9770000,14.7870000,-14.3010000
Kepler-576 b,Kepler-576,1,5672.00,95.54,-141.61,0,0.97,0.24,-0.08,0,0.99,0.05,-0.06,0,617.5500000,11.3370000,-10.9430000
Kepler-577 b,Kepler-577,1,4984.00,52.11,-41.61,0,0.73,0.03,-0.04,0,0.78,0.04,-0.04,0,524.2470000,7.5610000,-7.3520000
Kepler-578 b,Kepler-578,1,5334.00,117.14,-106.87,0,0.83,0.07,-0.05,0,0.87,0.04,-0.05,0,541.4320000,6.9100000,-6.7410000
Kepler-579 b,Kepler-579,1,5636.00,135.41,-185.60,0,0.96,0.16,-0.08,0,0.99,0.06,-0.06,0,530.7650000,5.1100000,-5.0140000
Kepler-58 b,Kepler-58,1,5843.00,,,0,1.03,,,0,0.95,,,0,969.2520000,24.4780000,-23.3200000
Kepler-58 c,Kepler-58,1,5843.00,,,0,1.03,,,0,0.95,,,0,969.2520000,24.4780000,-23.3200000
Kepler-58 d,Kepler-58,1,6099.00,200.00,-200.00,0,1.13,0.53,-0.53,0,,,,,969.2520000,24.4780000,-23.3200000
Kepler-580 b,Kepler-580,1,4298.00,49.14,-38.09,0,0.64,0.02,-0.02,0,0.67,0.03,-0.03,0,323.8990000,2.5750000,-2.5360000
Kepler-581 b,Kepler-581,1,5772.00,199.71,-191.78,0,1.00,0.21,-0.11,0,1.00,0.08,-0.07,0,703.7580000,13.7320000,-13.2250000
Kepler-582 b,Kepler-582,1,5564.00,218.22,-211.72,0,0.91,0.13,-0.08,0,0.93,0.07,-0.07,0,613.1790000,9.1150000,-8.8570000
Kepler-583 b,Kepler-583,1,5523.00,76.28,-106.08,0,0.91,0.11,-0.06,0,0.94,0.04,-0.04,0,867.2710000,13.3540000,-12.9610000
Kepler-584 b,Kepler-584,1,6195.00,110.21,-104.28,0,1.24,0.46,-0.15,0,1.17,0.15,-0.09,0,1848.8400000,79.4500000,-73.2800000
Kepler-585 b,Kepler-585,1,5593.00,85.61,-77.08,0,0.93,0.18,-0.06,0,0.96,0.06,-0.05,0,585.1870000,5.5370000,-5.5370000
Kepler-586 b,Kepler-586,1,5575.00,149.33,-103.88,0,0.92,0.12,-0.07,0,0.94,0.05,-0.05,0,693.7660000,10.3935000,-10.3935000
Kepler-587 b,Kepler-587,1,5549.00,77.03,-70.06,0,0.89,0.12,-0.06,0,0.92,0.04,-0.05,0,787.8940000,12.1100000,-11.7550000
Kepler-588 b,Kepler-588,1,5835.00,73.84,-83.13,0,1.00,0.19,-0.08,0,1.01,0.05,-0.07,0,1209.4000000,28.1200000,-26.9000000
Kepler-589 b,Kepler-589,1,5296.00,61.13,-62.17,0,0.83,0.06,-0.04,0,0.88,0.03,-0.04,0,612.8030000,7.8850000,-7.6920000
Kepler-59 b,Kepler-59,1,6074.00,,,0,0.94,,,0,1.04,,,0,1163.2200000,22.1400000,-21.3400000
Kepler-59 c,Kepler-59,1,6074.00,,,0,0.94,,,0,1.04,,,0,1163.2200000,22.1400000,-21.3400000
Kepler-590 b,Kepler-590,1,6000.00,107.67,-147.47,0,1.15,0.31,-0.14,0,1.10,0.09,-0.08,0,1421.8100000,33.5300000,-33.5300000
Kepler-591 b,Kepler-591,1,5677.00,66.16,-71.43,0,0.94,0.13,-0.06,0,0.97,0.04,-0.04,0,785.1370000,11.1130000,-11.1130000
Kepler-592 b,Kepler-592,1,5913.00,83.30,-74.23,0,1.04,0.25,-0.10,0,1.04,0.06,-0.07,0,1153.1300000,25.4400000,-24.3800000
Kepler-593 b,Kepler-593,1,5967.00,96.47,-113.06,0,1.10,0.26,-0.11,0,1.08,0.08,-0.07,0,973.7600000,16.5410000,-16.5410000
Kepler-594 b,Kepler-594,1,5485.00,80.49,-94.00,0,0.87,0.08,-0.06,0,0.91,0.04,-0.05,0,769.2000000,13.4690000,-13.4690000
Kepler-595 b,Kepler-595,1,,,,,0.82,0.24,-0.24,0,0.93,0.06,-0.06,0,643.0090000,7.6335000,-7.6335000
Kepler-595 c,Kepler-595,1,,,,,0.82,0.24,-0.24,0,0.93,0.06,-0.06,0,643.0090000,7.6335000,-7.6335000
Kepler-596 b,Kepler-596,1,6267.00,109.70,-108.73,0,1.32,0.62,-0.18,0,1.21,0.19,-0.10,0,1023.8500000,23.5900000,-22.5600000
Kepler-597 b,Kepler-597,1,5683.00,69.29,-59.31,0,0.95,0.06,-0.05,0,0.97,0.04,-0.04,0,663.4180000,9.0720000,-9.0720000
Kepler-598 b,Kepler-598,1,5307.00,87.96,-72.88,0,0.86,0.06,-0.04,0,0.87,0.04,-0.04,0,681.0860000,10.8130000,-10.8130000
Kepler-598 c,Kepler-598,1,5245.00,74.00,-74.00,0,0.90,,,0,0.90,,,0,681.0860000,10.8130000,-10.8130000
Kepler-599 b,Kepler-599,1,5127.00,78.75,-90.28,0,0.79,0.04,-0.04,0,0.83,0.04,-0.04,0,558.5170000,7.1660000,-6.9900000
Kepler-6 b,Kepler-6,1,5647.00,44.00,-44.00,0,1.39,0.02,-0.03,0,1.21,0.04,-0.04,0,587.0390000,5.0710000,-4.9860000
Kepler-60 b,Kepler-60,1,5905.00,144.00,-144.00,0,1.26,0.09,-0.09,0,1.04,0.08,-0.08,0,1025.1000000,19.9700000,-19.2200000
Kepler-60 c,Kepler-60,1,5905.00,144.00,-144.00,0,1.26,0.09,-0.09,0,1.04,0.08,-0.08,0,1025.1000000,19.9700000,-19.2200000
Kepler-60 d,Kepler-60,1,5905.00,144.00,-144.00,0,1.26,0.09,-0.09,0,1.04,0.08,-0.08,0,1025.1000000,19.9700000,-19.2200000
Kepler-600 b,Kepler-600,1,5279.00,104.56,-92.37,0,0.81,0.06,-0.06,0,0.84,0.05,-0.05,0,619.7230000,7.6710000,-7.4880000
Kepler-601 b,Kepler-601,1,5160.00,61.57,-46.75,0,0.79,0.02,-0.02,0,0.85,0.03,-0.03,0,414.8250000,2.4175000,-2.4175000
Kepler-602 b,Kepler-602,1,6062.00,218.54,-238.63,0,1.13,0.35,-0.17,0,1.08,0.14,-0.10,0,1159.3100000,26.9950000,-26.9950000
Kepler-603 b,Kepler-603,1,5808.00,90.04,-142.55,0,1.01,0.23,-0.10,0,1.01,0.06,-0.06,0,1539.6300000,96.8200000,-96.8200000
Kepler-603 c,Kepler-603,1,5808.00,90.04,-142.55,0,1.01,0.23,-0.10,0,1.01,0.06,-0.06,0,1539.6300000,96.8200000,-96.8200000
Kepler-603 d,Kepler-603,1,5808.00,90.04,-142.55,0,1.01,0.23,-0.10,0,1.01,0.06,-0.06,0,1539.6300000,96.8200000,-96.8200000
Kepler-604 b,Kepler-604,1,5890.00,174.40,-159.73,0,1.03,0.19,-0.11,0,1.02,0.08,-0.07,0,1026.4900000,21.2200000,-20.4000000
Kepler-605 b,Kepler-605,1,5462.00,67.28,-73.73,0,0.88,0.10,-0.05,0,0.91,0.04,-0.04,0,556.5800000,5.2410000,-5.2410000
Kepler-605 c,Kepler-605,1,5462.00,67.28,-73.73,0,0.88,0.10,-0.05,0,0.91,0.04,-0.04,0,556.5800000,5.2410000,-5.2410000
Kepler-606 b,Kepler-606,1,6161.00,194.78,-227.56,0,1.22,0.45,-0.18,0,1.13,0.17,-0.10,0,1215.1100000,39.7500000,-37.3600000
Kepler-607 b,Kepler-607,1,5196.00,94.48,-118.36,0,0.80,0.05,-0.04,0,0.84,0.04,-0.04,0,519.1220000,5.4070000,-5.4070000
Kepler-608 b,Kepler-608,1,5820.00,226.58,-187.94,0,1.01,0.20,-0.11,0,1.00,0.09,-0.07,0,946.6830000,17.4735000,-17.4735000
Kepler-609 b,Kepler-609,1,5971.00,125.14,-171.10,0,1.14,0.35,-0.14,0,1.09,0.09,-0.08,0,1065.8200000,28.0900000,-26.7000000
Kepler-61 b,Kepler-61,1,4017.00,68.00,-150.00,0,0.62,0.02,-0.05,0,0.64,0.04,-0.04,0,335.0790000,5.0000000,-4.8580000
Kepler-610 b,Kepler-610,1,5943.00,91.96,-127.26,0,1.13,0.31,-0.12,0,1.10,0.09,-0.07,0,845.8240000,16.7700000,-16.1420000
Kepler-610 c,Kepler-610,1,5943.00,91.96,-127.26,0,1.13,0.31,-0.12,0,1.10,0.09,-0.07,0,845.8240000,16.7700000,-16.1420000
Kepler-611 b,Kepler-611,1,5761.00,64.93,-69.42,0,1.01,0.24,-0.09,0,1.01,0.05,-0.05,0,1395.5600000,39.4400000,-37.3600000
Kepler-612 b,Kepler-612,1,5693.00,92.70,-129.13,0,0.96,0.17,-0.08,0,0.98,0.05,-0.05,0,1445.5300000,51.7700000,-48.3700000
Kepler-613 b,Kepler-613,1,5723.00,68.68,-67.42,0,0.96,0.17,-0.07,0,0.98,0.05,-0.05,0,861.4940000,13.6540000,-13.2420000
Kepler-614 b,Kepler-614,1,5268.00,186.36,-125.95,0,0.81,0.07,-0.05,0,0.85,0.05,-0.05,0,527.9950000,5.8805000,-5.8805000
Kepler-615 b,Kepler-615,1,4655.00,41.24,-43.29,0,0.69,0.03,-0.04,0,0.73,0.04,-0.04,0,,,
Kepler-616 b,Kepler-616,1,5753.00,133.18,-101.52,0,0.97,0.13,-0.08,0,0.98,0.06,-0.05,0,945.7750000,24.0505000,-24.0505000
Kepler-616 c,Kepler-616,1,5753.00,133.18,-101.52,0,0.97,0.13,-0.08,0,0.98,0.06,-0.05,0,945.7750000,24.0505000,-24.0505000
Kepler-617 b,Kepler-617,1,3712.00,33.92,-33.35,0,0.48,0.02,-0.03,0,0.51,0.02,-0.03,0,173.3540000,0.9500000,-0.9500000
Kepler-618 b,Kepler-618,1,5860.00,67.09,-79.66,0,1.08,0.33,-0.11,0,1.05,0.07,-0.05,0,1221.9600000,32.1300000,-32.1300000
Kepler-619 b,Kepler-619,1,5980.00,106.44,-113.14,0,1.11,0.23,-0.11,0,1.09,0.07,-0.06,0,900.6780000,16.3815000,-16.3815000
Kepler-619 c,Kepler-619,1,5980.00,106.44,-113.14,0,1.11,0.23,-0.11,0,1.09,0.07,-0.06,0,900.6780000,16.3815000,-16.3815000
Kepler-62 b,Kepler-62,1,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,300.8740000,1.2190000,-1.2190000
Kepler-62 c,Kepler-62,1,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,300.8740000,1.2190000,-1.2190000
Kepler-62 d,Kepler-62,1,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,300.8740000,1.2190000,-1.2190000
Kepler-62 e,Kepler-62,1,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,300.8740000,1.2190000,-1.2190000
Kepler-62 f,Kepler-62,1,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,300.8740000,1.2190000,-1.2190000
Kepler-620 b,Kepler-620,1,6155.00,120.88,-147.72,0,1.22,0.45,-0.16,0,1.15,0.15,-0.08,0,1355.2800000,46.2800000,-46.2800000
Kepler-621 b,Kepler-621,1,4521.00,73.87,-51.47,0,0.68,0.02,-0.02,0,0.72,0.02,-0.03,0,,,
Kepler-622 b,Kepler-622,1,4201.00,46.67,-36.96,0,0.61,0.02,-0.02,0,0.64,0.03,-0.03,0,284.7610000,1.6760000,-1.6560000
Kepler-623 b,Kepler-623,1,5443.00,103.28,-85.59,0,0.86,0.10,-0.06,0,0.90,0.04,-0.05,0,737.7020000,15.0790000,-14.4970000
Kepler-624 b,Kepler-624,1,6117.00,70.67,-63.28,0,1.18,0.17,-0.11,0,1.10,0.05,-0.06,0,748.1880000,11.8425000,-11.8425000
Kepler-625 b,Kepler-625,1,5789.00,46.81,-43.94,0,0.96,0.03,-0.02,0,1.04,0.02,-0.02,0,760.7080000,9.8000000,-9.5590000
Kepler-625 c,Kepler-625,1,5789.00,46.81,-43.94,0,0.96,0.03,-0.02,0,1.04,0.02,-0.02,0,760.7080000,9.8000000,-9.5590000
Kepler-626 b,Kepler-626,1,5813.00,93.83,-94.62,0,1.05,0.12,-0.09,0,1.01,0.05,-0.04,0,635.6430000,6.5075000,-6.5075000
Kepler-627 b,Kepler-627,1,6424.00,160.13,-213.39,0,1.49,0.64,-0.27,0,1.30,0.21,-0.14,0,984.3070000,16.3345000,-16.3345000
Kepler-628 b,Kepler-628,1,5721.00,47.04,-51.36,0,1.28,0.25,-0.21,0,1.00,0.05,-0.04,0,897.9010000,13.7010000,-13.3020000
Kepler-629 b,Kepler-629,1,5444.00,71.98,-60.20,0,0.84,0.02,-0.02,0,0.93,0.03,-0.03,0,372.0500000,1.9540000,-1.9330000
Kepler-63 b,Kepler-63,1,5576.00,50.00,-50.00,0,0.90,0.03,-0.02,0,0.98,0.04,-0.04,0,194.0330000,0.9590000,-0.9490000
Kepler-630 b,Kepler-630,1,5829.00,97.42,-98.87,0,1.04,0.11,-0.08,0,1.02,0.04,-0.04,0,839.7840000,12.0185000,-12.0185000
Kepler-631 b,Kepler-631,1,6185.00,85.62,-75.47,0,1.33,0.14,-0.10,0,1.24,0.05,-0.05,0,761.9660000,10.7895000,-10.7895000
Kepler-632 b,Kepler-632,1,5322.00,89.61,-82.67,0,0.84,0.02,-0.02,0,0.91,0.03,-0.03,0,,,
Kepler-633 b,Kepler-633,1,5899.00,86.22,-91.57,0,1.15,0.21,-0.14,0,1.02,0.06,-0.06,0,680.5400000,,
Kepler-634 b,Kepler-634,1,6075.00,86.22,-77.53,0,1.24,0.19,-0.16,0,1.03,0.09,-0.07,0,888.0270000,12.0220000,-12.0220000
Kepler-635 b,Kepler-635,1,6174.00,70.40,-82.75,0,1.51,0.20,-0.15,0,1.33,0.06,-0.05,0,1141.0800000,23.9000000,-22.9400000
Kepler-636 b,Kepler-636,1,5203.00,56.47,-72.86,0,0.80,0.02,-0.02,0,0.85,0.03,-0.04,0,310.3010000,,
Kepler-637 b,Kepler-637,1,6096.00,46.96,-44.44,0,2.56,0.27,-0.30,0,1.64,0.07,-0.10,0,786.0910000,9.6030000,-9.3780000
Kepler-638 b,Kepler-638,1,5382.00,50.10,-59.39,0,0.93,0.29,-0.09,0,0.88,0.04,-0.04,0,991.2140000,15.8560000,-15.3760000
Kepler-639 b,Kepler-639,1,5896.00,76.96,-59.62,0,1.29,0.26,-0.18,0,1.14,0.09,-0.06,0,850.2420000,11.3180000,-11.0290000
Kepler-640 b,Kepler-640,1,5653.00,72.44,-62.83,0,0.94,0.03,-0.03,0,1.01,0.03,-0.03,0,557.7870000,4.8095000,-4.8095000
Kepler-641 b,Kepler-641,1,5713.00,81.57,-83.52,0,1.13,0.19,-0.14,0,1.02,0.05,-0.04,0,969.9180000,15.6765000,-15.6765000
Kepler-642 b,Kepler-642,1,6570.00,133.26,-201.09,0,1.66,0.74,-0.32,0,1.40,0.23,-0.16,0,781.5820000,8.5920000,-8.4110000
Kepler-643 b,Kepler-643,1,4908.00,45.26,-47.77,0,2.52,0.08,-0.07,0,1.00,0.07,-0.04,0,1063.5800000,17.5250000,-17.5250000
Kepler-644 b,Kepler-644,1,6747.00,156.03,-238.58,0,1.81,0.67,-0.35,0,1.49,0.22,-0.17,0,1318.0500000,36.9850000,-36.9850000
Kepler-645 b,Kepler-645,1,6170.00,144.24,-162.10,0,1.21,0.36,-0.16,0,1.13,0.14,-0.09,0,1173.5700000,21.2350000,-21.2350000
Kepler-646 b,Kepler-646,1,5634.00,117.96,-139.42,0,0.91,0.13,-0.08,0,0.93,0.06,-0.06,0,451.7940000,3.1815000,-3.1815000
Kepler-647 b,Kepler-647,1,6020.00,81.21,-72.51,0,1.07,0.13,-0.09,0,1.03,0.06,-0.05,0,1087.8700000,19.5700000,-19.5700000
Kepler-647 c,Kepler-647,1,5906.74,37.53,-37.53,0,1.55,,,0,1.07,,,0,1087.8700000,19.5700000,-19.5700000
Kepler-648 b,Kepler-648,1,5741.00,54.98,-51.62,0,0.98,0.03,-0.03,0,1.05,0.03,-0.03,0,636.0300000,7.8480000,-7.8480000
Kepler-649 b,Kepler-649,1,5871.00,62.24,-54.67,0,0.94,0.06,-0.05,0,0.97,0.04,-0.05,0,513.7480000,4.5030000,-4.4270000
Kepler-65 b,Kepler-65,1,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,303.7280000,2.7080000,-2.6610000
Kepler-65 c,Kepler-65,1,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,303.7280000,2.7080000,-2.6610000
Kepler-65 d,Kepler-65,1,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,303.7280000,2.7080000,-2.6610000
Kepler-65 e,Kepler-65,1,,,,,1.44,0.03,-0.03,0,1.25,0.02,-0.02,0,303.7280000,2.7080000,-2.6610000
Kepler-650 b,Kepler-650,1,5849.00,64.94,-77.61,0,1.35,0.23,-0.21,0,1.08,0.08,-0.05,0,884.3780000,,
Kepler-651 b,Kepler-651,1,5522.00,64.16,-54.30,0,0.87,0.04,-0.03,0,0.92,0.03,-0.04,0,509.4080000,3.5355000,-3.5355000
Kepler-652 b,Kepler-652,1,5490.00,43.22,-40.88,0,0.88,0.02,-0.01,0,0.97,0.02,-0.02,0,394.5500000,2.1540000,-2.1310000
Kepler-653 b,Kepler-653,1,5665.00,54.97,-60.88,0,1.19,0.17,-0.16,0,1.02,0.05,-0.04,0,595.6340000,4.5660000,-4.4970000
Kepler-653 c,Kepler-653,1,5665.00,54.97,-60.88,0,1.19,0.17,-0.16,0,1.02,0.05,-0.04,0,595.6340000,4.5660000,-4.4970000
Kepler-654 b,Kepler-654,1,5865.00,93.80,-89.45,0,1.11,0.17,-0.11,0,1.04,0.05,-0.04,0,974.1240000,15.8210000,-15.3310000
Kepler-655 b,Kepler-655,1,6170.00,72.99,-62.57,0,1.24,0.18,-0.12,0,1.15,0.06,-0.05,0,752.5620000,9.1025000,-9.1025000
Kepler-656 b,Kepler-656,1,5281.00,63.29,-58.78,0,0.82,0.05,-0.05,0,0.86,0.04,-0.04,0,890.3520000,20.8560000,-20.8560000
Kepler-657 b,Kepler-657,1,5808.00,88.65,-121.47,0,1.01,0.20,-0.09,0,1.01,0.06,-0.06,0,1691.8800000,79.0500000,-72.4100000
Kepler-658 b,Kepler-658,1,4103.00,39.35,-37.36,0,0.60,0.02,-0.02,0,0.63,0.02,-0.03,0,388.3840000,5.0920000,-4.9650000
Kepler-659 b,Kepler-659,1,4870.00,49.22,-56.10,0,0.74,0.03,-0.04,0,0.79,0.03,-0.04,0,722.6400000,15.1320000,-14.5350000
Kepler-66 b,Kepler-66,1,5962.00,79.00,-79.00,0,0.97,0.04,-0.04,0,1.04,0.04,-0.04,0,1202.9600000,37.2950000,-37.2950000
Kepler-660 b,Kepler-660,1,4779.00,44.67,-49.24,0,0.71,0.03,-0.04,0,0.75,0.04,-0.05,0,568.4310000,9.0630000,-8.7880000
Kepler-661 b,Kepler-661,1,4483.00,56.76,-57.11,0,0.67,0.03,-0.04,0,0.70,0.03,-0.04,0,534.7880000,10.0550000,-9.6970000
Kepler-662 b,Kepler-662,1,4897.00,52.49,-59.98,0,0.74,0.03,-0.04,0,0.79,0.04,-0.04,0,815.6370000,21.6475000,-21.6475000
Kepler-663 b,Kepler-663,1,5264.00,90.56,-127.67,0,0.82,0.06,-0.04,0,0.86,0.04,-0.04,0,1063.0900000,35.3500000,-33.1800000
Kepler-664 b,Kepler-664,1,5754.00,73.56,-86.08,0,1.02,0.26,-0.10,0,1.01,0.06,-0.05,0,1210.1200000,43.1000000,-40.2800000
Kepler-665 b,Kepler-665,1,4913.00,93.83,-86.97,0,0.74,0.03,-0.04,0,0.79,0.04,-0.04,0,612.8380000,12.0660000,-11.6160000
Kepler-666 b,Kepler-666,1,5887.00,164.92,-179.03,0,1.05,0.25,-0.12,0,1.03,0.09,-0.08,0,1508.7100000,59.3300000,-55.0700000
Kepler-667 b,Kepler-667,1,5327.00,53.04,-70.39,0,0.87,0.07,-0.05,0,0.91,0.04,-0.04,0,2302.4500000,154.2700000,-136.4000000
Kepler-668 b,Kepler-668,1,5352.00,60.59,-60.88,0,0.82,0.06,-0.05,0,0.87,0.04,-0.05,0,784.6180000,17.0680000,-16.3690000
Kepler-669 b,Kepler-669,1,6038.00,97.84,-109.18,0,1.20,0.32,-0.13,0,1.15,0.10,-0.07,0,2063.4100000,147.4300000,-129.4000000
Kepler-67 b,Kepler-67,1,5331.00,63.00,-63.00,0,0.78,0.03,-0.03,0,0.86,0.03,-0.03,0,1131.1900000,70.6300000,-62.9200000
Kepler-670 b,Kepler-670,1,5709.00,89.42,-134.39,0,0.99,0.22,-0.09,0,0.99,0.05,-0.06,0,939.7440000,18.2500000,-17.5800000
Kepler-671 b,Kepler-671,1,5624.00,74.83,-91.38,0,0.95,0.17,-0.07,0,0.97,0.05,-0.04,0,1168.2600000,43.8100000,-40.8000000
Kepler-672 b,Kepler-672,1,5627.00,75.47,-79.72,0,0.92,0.11,-0.06,0,0.95,0.04,-0.05,0,1033.9300000,21.7950000,-21.7950000
Kepler-673 b,Kepler-673,1,5355.00,60.40,-71.68,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,918.2100000,22.2540000,-21.2420000
Kepler-674 b,Kepler-674,1,4192.00,40.95,-42.83,0,0.57,0.03,-0.02,0,0.60,0.04,-0.04,0,342.2540000,3.2930000,-3.2320000
Kepler-675 b,Kepler-675,1,4945.00,69.87,-70.99,0,0.75,0.03,-0.04,0,0.79,0.04,-0.04,0,665.6800000,13.6185000,-13.6185000
Kepler-676 b,Kepler-676,1,3701.00,39.31,-40.14,0,0.49,0.02,-0.03,0,0.51,0.02,-0.03,0,295.1960000,2.8065000,-2.8065000
Kepler-677 b,Kepler-677,1,5723.00,68.82,-87.95,0,0.99,0.21,-0.08,0,1.00,0.05,-0.05,0,1954.0800000,109.2100000,-98.4500000
Kepler-678 b,Kepler-678,1,5520.00,72.95,-108.11,0,0.91,0.12,-0.06,0,0.94,0.04,-0.05,0,1826.1500000,85.2500000,-78.1000000
Kepler-679 b,Kepler-679,1,5403.00,97.13,-105.75,0,0.84,0.07,-0.06,0,0.87,0.05,-0.05,0,922.2440000,25.3970000,-24.0940000
Kepler-68 b,Kepler-68,1,5875.23,113.48,-162.41,0,1.26,0.06,-0.08,0,1.06,0.13,-0.14,0,144.1660000,0.4360000,-0.4340000
Kepler-68 c,Kepler-68,1,5875.23,113.48,-162.41,0,1.26,0.06,-0.08,0,1.06,0.13,-0.14,0,144.1660000,0.4360000,-0.4340000
Kepler-68 d,Kepler-68,1,5875.23,113.48,-162.41,0,1.26,0.06,-0.08,0,1.06,0.13,-0.14,0,144.1660000,0.4360000,-0.4340000
Kepler-680 b,Kepler-680,1,5890.00,77.37,-99.20,0,1.11,0.38,-0.11,0,1.08,0.10,-0.06,0,1492.4800000,54.7900000,-51.1200000
Kepler-681 b,Kepler-681,1,5021.00,63.80,-62.09,0,0.76,0.03,-0.04,0,0.80,0.04,-0.05,0,686.9230000,11.2270000,-10.8780000
Kepler-682 b,Kepler-682,1,5559.00,84.63,-82.16,0,0.89,0.09,-0.06,0,0.92,0.04,-0.05,0,1979.2500000,104.8500000,-95.0000000
Kepler-683 b,Kepler-683,1,5703.00,140.91,-149.37,0,0.95,0.16,-0.08,0,0.96,0.06,-0.06,0,1023.0700000,30.1905000,-30.1905000
Kepler-684 b,Kepler-684,1,5493.00,123.67,-118.74,0,0.86,0.08,-0.07,0,0.89,0.06,-0.06,0,1731.2700000,89.3450000,-89.3450000
Kepler-685 b,Kepler-685,1,5963.00,94.44,-126.15,0,1.16,0.34,-0.13,0,1.11,0.11,-0.07,0,938.7150000,30.9340000,-30.9340000
Kepler-686 b,Kepler-686,1,5649.00,155.14,-112.79,0,0.92,0.15,-0.08,0,0.94,0.06,-0.06,0,1490.9400000,67.8100000,-62.2600000
Kepler-687 b,Kepler-687,1,4841.00,93.00,-63.99,0,0.73,0.03,-0.04,0,0.77,0.04,-0.04,0,633.6600000,11.6760000,-11.2670000
Kepler-688 b,Kepler-688,1,5715.00,152.52,-199.21,0,0.96,0.17,-0.09,0,0.98,0.07,-0.07,0,1357.7500000,61.6200000,-56.5800000
Kepler-689 b,Kepler-689,1,5518.00,122.70,-162.69,0,0.88,0.10,-0.07,0,0.91,0.05,-0.06,0,1131.7300000,50.5600000,-46.4700000
Kepler-69 b,Kepler-69,1,5638.00,168.00,-168.00,0,0.93,0.18,-0.12,0,0.81,0.09,-0.08,0,730.6250000,7.6555000,-7.6555000
Kepler-69 c,Kepler-69,1,5638.00,168.00,-168.00,0,0.93,0.18,-0.12,0,0.81,0.09,-0.08,0,730.6250000,7.6555000,-7.6555000
Kepler-690 b,Kepler-690,1,5913.00,87.61,-115.89,0,1.16,0.36,-0.14,0,1.11,0.10,-0.06,0,1665.3100000,116.0400000,-102.0700000
Kepler-691 b,Kepler-691,1,3715.00,37.37,-36.77,0,0.50,0.02,-0.02,0,0.53,0.02,-0.02,0,279.1150000,3.4340000,-3.3530000
Kepler-692 b,Kepler-692,1,5440.00,157.76,-162.00,0,0.86,0.10,-0.06,0,0.90,0.05,-0.05,0,991.3360000,34.3540000,-32.1630000
Kepler-693 b,Kepler-693,1,4881.00,78.78,-77.41,0,0.72,0.04,-0.04,0,0.76,0.04,-0.05,0,1151.5100000,57.1300000,-52.0600000
Kepler-694 b,Kepler-694,1,5700.00,110.52,-116.69,0,0.95,0.14,-0.07,0,0.97,0.05,-0.06,0,1023.0600000,30.3600000,-28.6800000
Kepler-695 b,Kepler-695,1,5181.00,199.46,-197.86,0,0.80,0.06,-0.05,0,0.84,0.05,-0.05,0,842.9470000,21.5290000,-20.5010000
Kepler-696 b,Kepler-696,1,5903.00,106.82,-160.15,0,1.08,0.29,-0.12,0,1.06,0.08,-0.07,0,1416.4400000,55.6350000,-55.6350000
