# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 26 06:53:35 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,st_spectype,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
Kepler-402 d,Kepler-402,1,4,,6522.00,1.22,1.14,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 d,Kepler-402,1,4,,6223.39,1.09,1.20,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 d,Kepler-402,1,4,,6090.00,1.26,,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 d,Kepler-402,1,4,,6052.00,1.20,1.01,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 d,Kepler-402,1,4,,6119.00,1.10,,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 d,Kepler-402,1,4,,6223.39,1.09,1.20,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 d,Kepler-402,1,4,,6522.00,1.22,1.14,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 e,Kepler-402,1,4,,6223.39,1.09,1.20,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 e,Kepler-402,1,4,,6522.00,1.22,1.14,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 e,Kepler-402,1,4,,6522.00,1.22,1.14,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 e,Kepler-402,1,4,,6119.00,1.10,,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 e,Kepler-402,1,4,,6090.00,1.26,,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 e,Kepler-402,1,4,,6199.00,1.24,1.15,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 e,Kepler-402,1,4,,6534.00,1.23,1.21,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 e,Kepler-402,1,4,,6522.00,1.22,1.14,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 e,Kepler-402,1,4,,6052.00,1.20,1.01,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 e,Kepler-402,1,4,,6223.39,1.09,1.20,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-402 e,Kepler-402,1,4,,6223.39,1.09,1.20,19h13m28.85s,288.3701976,+43d21m16.60s,43.3546109,625.3390000
Kepler-403 b,Kepler-403,1,3,,6209.00,1.45,1.25,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 b,Kepler-403,1,3,,6111.03,1.87,1.15,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 b,Kepler-403,1,3,,6111.03,1.87,1.15,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 b,Kepler-403,1,3,,6086.00,1.11,1.10,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 b,Kepler-403,1,3,,6086.00,1.11,1.10,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 b,Kepler-403,1,3,,6094.00,1.84,,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 b,Kepler-403,1,3,,6090.00,1.33,,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 b,Kepler-403,1,3,,6303.00,1.06,1.14,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 b,Kepler-403,1,3,,6111.03,1.87,1.15,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 b,Kepler-403,1,3,,6170.00,1.50,1.28,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 b,Kepler-403,1,3,,6086.00,1.11,1.10,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 c,Kepler-403,1,3,,6086.00,1.11,1.10,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 c,Kepler-403,1,3,,6111.03,1.87,1.15,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 c,Kepler-403,1,3,,6303.00,1.06,1.14,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 c,Kepler-403,1,3,,6111.03,1.87,1.15,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 c,Kepler-403,1,3,,6086.00,1.11,1.10,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 c,Kepler-403,1,3,,6090.00,1.33,,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 c,Kepler-403,1,3,,6111.03,1.87,1.15,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 c,Kepler-403,1,3,,6170.00,1.50,1.28,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 c,Kepler-403,1,3,,6209.00,1.45,1.25,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 c,Kepler-403,1,3,,6086.00,1.11,1.10,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 c,Kepler-403,1,3,,6094.00,1.84,,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 d,Kepler-403,1,3,,6094.00,1.84,,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 d,Kepler-403,1,3,,6086.00,1.11,1.10,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 d,Kepler-403,1,3,,6111.03,1.87,1.15,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 d,Kepler-403,1,3,,6111.03,1.87,1.15,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 d,Kepler-403,1,3,,6086.00,1.11,1.10,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 d,Kepler-403,1,3,,6170.00,1.50,1.28,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 d,Kepler-403,1,3,,6111.03,1.87,1.15,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 d,Kepler-403,1,3,,6209.00,1.45,1.25,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-403 d,Kepler-403,1,3,,6086.00,1.11,1.10,19h19m41.14s,289.9214256,+46d44m40.30s,46.7445267,840.2690000
Kepler-404 b,Kepler-404,1,2,,5653.00,0.86,0.95,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-404 b,Kepler-404,1,2,,5612.00,0.82,0.93,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-404 b,Kepler-404,1,2,,5342.00,0.79,0.92,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-404 b,Kepler-404,1,2,,5342.00,0.79,0.92,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-404 b,Kepler-404,1,2,,5654.00,0.88,,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-404 b,Kepler-404,1,2,,5653.00,0.86,0.95,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-404 b,Kepler-404,1,2,,5326.00,0.79,,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-404 c,Kepler-404,1,2,,5342.00,0.79,0.92,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-404 c,Kepler-404,1,2,,5654.00,0.88,,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-404 c,Kepler-404,1,2,,5612.00,0.82,0.93,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-404 c,Kepler-404,1,2,,5653.00,0.86,0.95,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-404 c,Kepler-404,1,2,,5653.00,0.86,0.95,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-404 c,Kepler-404,1,2,,5326.00,0.79,,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000
Kepler-405 b,Kepler-405,1,2,,5431.00,0.77,0.95,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 b,Kepler-405,1,2,,5431.00,0.77,0.95,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 b,Kepler-405,1,2,,5817.00,0.87,0.96,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 b,Kepler-405,1,2,,5578.00,0.83,1.02,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 b,Kepler-405,1,2,,5817.00,0.87,0.96,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 b,Kepler-405,1,2,,5818.00,0.89,,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 b,Kepler-405,1,2,,5525.00,0.88,0.91,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 b,Kepler-405,1,2,,5815.00,0.88,0.97,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 b,Kepler-405,1,2,,5817.00,0.87,0.96,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 b,Kepler-405,1,2,,5461.00,0.78,,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 c,Kepler-405,1,2,,5818.00,0.89,,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 c,Kepler-405,1,2,,5431.00,0.77,0.95,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 c,Kepler-405,1,2,,5461.00,0.78,,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 c,Kepler-405,1,2,,5525.00,0.88,0.91,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 c,Kepler-405,1,2,,5815.00,0.88,0.97,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 c,Kepler-405,1,2,,5817.00,0.87,0.96,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 c,Kepler-405,1,2,,5578.00,0.83,1.02,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 c,Kepler-405,1,2,,5431.00,0.77,0.95,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 c,Kepler-405,1,2,,5817.00,0.87,0.96,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-405 c,Kepler-405,1,2,,5817.00,0.87,0.96,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000
Kepler-406 b,Kepler-406,1,2,,5697.00,0.97,1.06,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 b,Kepler-406,1,2,,5720.00,0.97,1.03,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 b,Kepler-406,1,2,,5697.00,0.97,1.06,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 b,Kepler-406,1,2,,5678.00,0.97,1.04,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 b,Kepler-406,1,2,,5597.00,1.12,0.99,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 b,Kepler-406,1,2,,5597.00,1.12,0.99,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 b,Kepler-406,1,2,,5597.00,1.12,0.99,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 b,Kepler-406,1,2,,5538.00,1.11,0.99,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 b,Kepler-406,1,2,,5697.00,0.97,1.06,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 b,Kepler-406,1,2,,5538.00,1.07,1.07,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 b,Kepler-406,1,2,,5656.00,1.08,,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 c,Kepler-406,1,2,,5697.00,0.97,1.06,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 c,Kepler-406,1,2,,5538.00,1.11,0.99,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 c,Kepler-406,1,2,,5597.00,1.12,0.99,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 c,Kepler-406,1,2,,5678.00,0.97,1.04,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 c,Kepler-406,1,2,,5656.00,1.08,,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 c,Kepler-406,1,2,,5697.00,0.97,1.06,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 c,Kepler-406,1,2,,5597.00,1.12,0.99,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 c,Kepler-406,1,2,,5720.00,0.97,1.03,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 c,Kepler-406,1,2,,5697.00,0.97,1.06,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-406 c,Kepler-406,1,2,,5538.00,1.07,1.07,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000
Kepler-407 b,Kepler-407,1,2,,5626.00,1.07,1.05,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000
Kepler-407 b,Kepler-407,1,2,,5487.00,1.06,0.96,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000
Kepler-407 b,Kepler-407,1,2,,5487.00,1.06,0.96,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000
Kepler-407 b,Kepler-407,1,2,,5556.00,1.03,,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000
Kepler-407 b,Kepler-407,1,2,,5476.00,1.01,1.00,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000
Kepler-407 b,Kepler-407,1,2,,5476.00,1.00,1.01,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000
Kepler-407 b,Kepler-407,1,2,,5626.00,1.07,1.05,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000
Kepler-407 b,Kepler-407,1,2,,5487.00,1.06,0.96,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000
Kepler-407 b,Kepler-407,1,2,,5626.00,1.07,1.05,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000
Kepler-407 b,Kepler-407,1,2,,5487.00,1.06,0.96,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000
Kepler-407 b,Kepler-407,1,2,,5475.00,1.00,0.98,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000
Kepler-407 c,Kepler-407,1,2,,5476.00,1.01,1.00,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000
Kepler-408 b,Kepler-408,1,1,,6104.00,1.23,1.08,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000
Kepler-408 b,Kepler-408,1,1,,6104.00,1.23,1.08,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000
Kepler-408 b,Kepler-408,1,1,,6089.00,1.25,,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000
Kepler-408 b,Kepler-408,1,1,,6027.00,1.31,1.05,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000
Kepler-408 b,Kepler-408,1,1,,6139.00,1.19,1.02,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000
Kepler-408 b,Kepler-408,1,1,,6078.00,1.25,1.14,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000
Kepler-408 b,Kepler-408,1,1,,6104.00,1.23,1.08,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000
Kepler-408 b,Kepler-408,1,1,,6078.00,1.25,1.14,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000
Kepler-408 b,Kepler-408,1,1,,6104.00,1.23,1.08,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000
Kepler-408 b,Kepler-408,1,1,,6192.00,1.23,1.09,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000
Kepler-409 b,Kepler-409,1,1,,5499.00,0.90,0.94,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000
Kepler-409 b,Kepler-409,1,1,,5460.00,0.89,0.92,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000
Kepler-409 b,Kepler-409,1,1,,5386.00,0.91,0.93,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000
Kepler-409 b,Kepler-409,1,1,,5460.00,0.89,0.92,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000
Kepler-409 b,Kepler-409,1,1,,5460.00,0.89,0.92,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000
Kepler-409 b,Kepler-409,1,1,,5460.00,0.89,0.92,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000
Kepler-409 b,Kepler-409,1,1,,5416.00,0.90,,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000
Kepler-409 b,Kepler-409,1,1,,5365.00,0.95,0.88,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000
Kepler-409 b,Kepler-409,1,1,,5455.00,0.89,0.90,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000
Kepler-409 b,Kepler-409,1,1,,5386.00,0.91,0.93,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000
Kepler-41 b,Kepler-41,1,1,,5651.75,1.41,1.00,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,,5657.00,0.95,0.90,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,,5620.00,1.02,1.12,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,,5730.00,0.97,0.98,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,,5657.00,0.95,0.90,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,,5651.75,1.41,1.00,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,,5651.75,1.41,1.00,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,,5660.00,1.34,,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,,5731.00,0.89,0.94,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,G2 V,5750.00,1.29,1.15,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,,5750.00,1.29,1.15,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,,5657.00,0.95,0.90,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,,5657.00,0.95,0.90,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,G6 V,5620.00,1.02,1.12,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-41 b,Kepler-41,1,1,,5660.00,0.94,0.94,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000
Kepler-410 A b,Kepler-410 A,2,1,,6273.00,1.35,1.21,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000
Kepler-410 A b,Kepler-410 A,2,1,,6325.00,1.36,1.24,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000
Kepler-410 A b,Kepler-410 A,2,1,,6306.00,1.51,,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000
Kepler-410 A b,Kepler-410 A,2,1,,6341.00,1.35,1.22,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000
Kepler-410 A b,Kepler-410 A,2,1,,6304.00,1.43,1.24,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000
Kepler-410 A b,Kepler-410 A,2,1,,6304.00,1.43,1.24,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000
Kepler-410 A b,Kepler-410 A,2,1,,6170.00,1.36,1.17,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000
Kepler-410 A b,Kepler-410 A,2,1,,6304.00,1.43,1.24,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000
Kepler-410 A b,Kepler-410 A,2,1,,6407.00,1.34,1.21,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000
Kepler-410 A b,Kepler-410 A,2,1,,6325.00,1.36,1.24,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000
Kepler-410 A b,Kepler-410 A,2,1,,6325.00,1.36,1.24,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000
Kepler-411 b,Kepler-411,2,4,,4837.00,0.73,0.79,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 b,Kepler-411,2,4,,4837.00,0.73,0.79,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 b,Kepler-411,2,4,,4920.00,0.72,0.82,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 b,Kepler-411,2,4,,4837.00,0.73,0.79,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 b,Kepler-411,2,4,,4987.00,0.77,0.83,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 b,Kepler-411,2,4,,4974.00,0.79,0.83,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 b,Kepler-411,2,4,,4906.00,0.75,0.81,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 b,Kepler-411,2,4,,4987.00,0.77,0.83,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 b,Kepler-411,2,4,K2 V,,0.82,0.87,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 b,Kepler-411,2,4,,4987.00,0.77,0.83,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 b,Kepler-411,2,4,,4977.00,0.76,0.82,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 c,Kepler-411,2,4,,4987.00,0.77,0.83,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 c,Kepler-411,2,4,,4987.00,0.77,0.83,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 c,Kepler-411,2,4,,4977.00,0.76,0.82,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 c,Kepler-411,2,4,K2 V,,0.82,0.87,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 c,Kepler-411,2,4,,4906.00,0.75,0.81,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 c,Kepler-411,2,4,,4837.00,0.73,0.79,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 c,Kepler-411,2,4,,4837.00,0.73,0.79,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 c,Kepler-411,2,4,,4837.00,0.73,0.79,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 c,Kepler-411,2,4,,4987.00,0.77,0.83,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 c,Kepler-411,2,4,,4920.00,0.72,0.82,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 d,Kepler-411,2,4,,4837.00,0.73,0.79,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 d,Kepler-411,2,4,,4987.00,0.77,0.83,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 d,Kepler-411,2,4,,4920.00,0.72,0.82,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 d,Kepler-411,2,4,K2 V,,0.82,0.87,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 d,Kepler-411,2,4,,4987.00,0.77,0.83,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 d,Kepler-411,2,4,,4837.00,0.73,0.79,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 d,Kepler-411,2,4,,4987.00,0.77,0.83,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-411 e,Kepler-411,2,4,K2 V,,0.82,0.87,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000
Kepler-412 b,Kepler-412,1,1,,5742.00,1.22,1.07,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000
